split_seed,candidate_id,display_name,candidate_model_type,candidate_family,K,L,selection_metric,n_em_starts,model_type,model_family,em_start,em_seed,success,train_bic,train_aic,heldout_bic,heldout_aic,train_log_likelihood,heldout_log_likelihood,train_avg_log_likelihood,heldout_avg_log_likelihood,train_gmpd,heldout_gmpd,n_free_params,n_iter,converged,fit_time,n_train,n_test
74,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,732625416,True,1166071.7962186842,1165546.1950626469,294055.6086111192,293603.4796409443,-582720.0975313234,-146748.73982047214,-3.89019505401706,-3.918629064073063,0.02044135847997002,0.01986831426783324,53,26,True,8.472948083996016,149792,37449
74,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1372871404,True,1145820.196790552,1144759.0774755334,289005.8926781842,288093.10400254803,-572272.5387377667,-143939.55200127402,-3.820447946070329,-3.8436153702708755,0.021917980621660546,0.021416034319022087,107,44,True,19.505199125000217,149792,37449
74,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1961006881,True,1169359.1183573147,1168922.7702277743,294288.1367811037,293912.78442850563,-584417.3851138871,-146912.39221425282,-3.901526016835927,-3.922999071116794,0.02021104550510919,0.019781679030706423,44,50,True,20.964223833994765,149792,37449
74,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,572236431,True,1130635.9188837472,1129396.2935157346,286007.2017595134,284940.8598487235,-564573.1467578673,-142345.42992436176,-3.7690473907676463,-3.8010475559924632,0.023074033358322643,0.022347349490313417,125,44,True,50.376389666998875,149792,37449
74,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,2021041665,True,1141146.3867143693,1140501.7815230028,288648.112742083,288093.61494847224,-570185.8907615014,-143981.80747423612,-3.8065176428747955,-3.844743717435342,0.022225441275252052,0.02139188322539547,65,25,True,11.353549166997254,149792,37449
74,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,501251910,True,1121411.8433323596,1118922.6755933906,284413.9100058522,282272.6954489861,-559210.3377966953,-140885.34772449304,-3.733245685995883,-3.762059006234961,0.023915088864813368,0.023235848330221062,251,50,True,55.81838075000269,149792,37449
75,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,50756292,True,1184485.2849511893,1184138.1898481457,295698.3436003703,295399.76786534913,-592034.0949240729,-147664.88393267457,-3.9523745922617555,-3.9430928444731386,0.019209033952237296,0.01938815736384217,35,35,True,9.16781929100398,149792,37449
75,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,2034791013,True,1147104.4041160815,1146400.2969070505,286758.8479258162,286153.16572048754,-573129.1484535253,-143005.58286024377,-3.826166607385743,-3.8186756084339706,0.021792996824383543,0.02195686112814421,71,46,True,18.41012879199843,149792,37449
75,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,470787964,True,1167247.2824165088,1166721.6812604715,291575.24048094294,291123.111510768,-583307.8406302357,-145508.555755384,-3.8941187822462866,-3.885512450409464,0.020361309292986466,0.020537301715692926,53,23,True,8.064960458003043,149792,37449
75,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1783504885,True,1141797.5123001558,1140736.3929851372,285810.9444020715,284898.1557264353,-570261.1964925686,-142342.07786321765,-3.8070203782082395,-3.800958045961645,0.022214270568811288,0.02234934989178166,107,62,True,25.173953500001517,149792,37449
75,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1399751946,True,1170450.6465821483,1170014.2984526078,292430.1613836643,292054.80903106625,-584963.1492263039,-145983.40451553313,-3.9051694965439,-3.8981923286478444,0.02013754095841062,0.020278535261175873,44,57,True,23.20423320899863,149792,37449
75,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,876113905,True,1130766.7989586694,1129527.1735906568,283496.9422874591,282430.6003766692,-564638.5867953284,-141090.3001883346,-3.7694842634808827,-3.767531848335993,0.023063955144372712,0.023109029547352805,125,44,True,50.56186304100265,149792,37449
75,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,2140622127,True,1141677.7168866375,1141033.111695271,285484.3725644775,284929.87477086677,-570451.5558476355,-142399.93738543338,-3.8082912027854325,-3.802503067783743,0.022186058058180896,0.022314846319738638,65,24,True,11.026001582999015,149792,37449
75,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1246374976,True,1119145.290845017,1116656.123106048,281911.66671309207,279770.452156226,-558077.061553024,-139634.226078113,-3.7256800199812004,-3.72865032652709,0.024096708610730842,0.02402524019350923,251,97,True,104.29174591699848,149792,37449
76,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1576963101,True,1184314.2858685772,1183967.1907655336,296352.06581897393,296053.4900839528,-591948.5953827668,-147991.7450419764,-3.951803803826418,-3.9518210110277017,0.01922000137641292,0.019219670656825946,35,34,True,9.07350574999873,149792,37449
76,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,919712652,True,1146751.3009904006,1146047.1937813696,287587.6886858178,286982.00648048916,-572952.5968906848,-143420.00324024458,-3.824987962579342,-3.829741868681262,0.021818698170310097,0.021715220284897783,71,101,True,32.5662636249981,149792,37449
76,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,201948745,True,1166974.2000182213,1166448.598862184,292315.6824951642,291863.5535249893,-583171.299431092,-145878.77676249464,-3.893207243585051,-3.895398455566094,0.020379877875305007,0.02033527013309038,53,26,True,8.525326583003334,149792,37449
76,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1872340929,True,1141581.2308427999,1140520.1115277812,286601.86789548106,285689.0792198449,-570153.0557638906,-142737.53960992245,-3.8062984389279175,-3.811518054151578,0.02223031371371005,0.02211458232922378,107,56,True,23.17024241600302,149792,37449
76,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,789556362,True,1170063.0758984587,1169626.7277689183,293018.85311733827,292643.5007647402,-584769.3638844591,-146277.7503823701,-3.9038758003395317,-3.906052241244629,0.020163609677579523,0.020119772494506367,44,52,True,21.762105916997825,149792,37449
76,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1539019494,True,1130874.7789790942,1129635.1536110817,283821.9126983957,282755.57078760583,-564692.5768055408,-141252.78539380291,-3.769844696683006,-3.771870687970384,0.02305564362712977,0.023008980379644054,125,47,True,52.73149287499837,149792,37449
76,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1118763641,True,1141759.1218883323,1141114.5166969658,285936.9769753433,285382.4791817326,-570492.2583484829,-142626.2395908663,-3.808562929585578,-3.808546011665633,0.022180030330601556,0.022180405573753222,65,24,True,11.41657112500252,149792,37449
76,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,807686536,True,1120960.7333204476,1118471.5655814786,282697.46418321924,280556.24962635315,-558984.7827907393,-140027.12481317658,-3.7317398979300584,-3.739141894661448,0.023951127046341558,0.023774495402121402,251,49,True,51.32989058300154,149792,37449
77,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1895270920,True,1183508.8724969488,1183161.7773939052,297396.72993553535,297098.1542005142,-591545.8886969526,-148514.0771002571,-3.949115364618622,-3.965768834955729,0.0192717427022274,0.018953458927475724,35,33,True,8.846064874996955,149792,37449
77,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,332162390,True,1146730.4490966059,1146026.3418875749,288337.04612420744,287731.3639188788,-572942.1709437874,-143794.6819594394,-3.8249183597507708,-3.8397469080466604,0.02182021686627065,0.021499041891088817,71,66,True,24.554312082997058,149792,37449
77,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1383289228,True,1166591.716766221,1166066.1156101837,292887.8927911598,292435.76382098487,-582980.0578050918,-146164.88191049243,-3.8919305290342066,-3.903038316390089,0.020405913778604595,0.02018050345019162,53,26,True,8.440732457995182,149792,37449
77,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1866759809,True,1145846.1983527269,1144785.0790377082,288287.1337086874,287374.3450330512,-572285.5395188541,-143580.1725165256,-3.820534738296131,-3.834018866098577,0.021916078393887786,0.021622542676046685,107,28,True,14.739386374996684,149792,37449
77,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,430563820,True,1169426.3770218203,1168990.0288922798,294139.60787539836,293764.2555228003,-584451.0144461399,-146838.12776140016,-3.901750523700464,-3.921015988715324,0.020206508495967723,0.019820946652860265,44,65,True,26.675744291998853,149792,37449
77,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2015428525,True,1130308.9008834236,1129069.275515411,284873.8182680403,283807.4763572504,-564409.6377577055,-141778.7381786252,-3.7679558171177736,-3.7859151960966972,0.02309923411687257,0.02268808922154591,125,44,True,49.62347250000312,149792,37449
77,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,606205425,True,1141128.5544071307,1140483.9492157642,287060.1040150358,286505.60622142506,-570176.9746078821,-143187.80311071253,-3.806458119311326,-3.8235414326340496,0.0222267642520902,0.021850282408846806,65,24,True,10.908949291995668,149792,37449
77,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1552447360,True,1119668.605314519,1117179.43757555,282976.3147373088,280835.10018044274,-558338.718787775,-140166.55009022137,-3.7274268237808097,-3.7428649654255484,0.024054653130601518,0.02368614584124505,251,59,True,67.00956554099685,149792,37449
78,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,482530957,True,1184037.8726963932,1183690.7775933496,295993.55151063413,295694.975775613,-591810.3887966748,-147812.4878878065,-3.9508811471685723,-3.947034310336898,0.019237743022111814,0.019311890004762956,35,34,True,8.983078375000332,149792,37449
78,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1576226026,True,1146420.5907843707,1145716.4835753397,287258.50757861615,286652.8253732875,-572787.2417876698,-143255.41268664374,-3.823884064487221,-3.825346809972062,0.02184279708852056,0.02181086999200383,71,55,True,20.952535791999253,149792,37449
78,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1179948607,True,1166868.4787311242,1166342.877575087,291799.18129769666,291347.0523275217,-583118.4387875434,-145620.52616376086,-3.8928543499488852,-3.888502394289857,0.02038707107365535,0.0204759880440045,53,26,True,8.280706332996488,149792,37449
78,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,330050890,True,1140997.983852003,1139936.8645369844,286186.5751758846,285273.7865002484,-569861.4322684922,-142529.8932501242,-3.804351582651224,-3.8059732769933565,0.02227363509606579,0.022237543340859176,107,97,True,35.9708270419942,149792,37449
78,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1300226650,True,1170258.4843298588,1169822.1362003183,292506.6376627639,292131.28531016584,-584867.0681001592,-146021.64265508292,-3.904528066252932,-3.899213401027609,0.020150461930675444,0.020257839976408492,44,66,True,26.69919425000262,149792,37449
78,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2085305054,True,1130793.0574035575,1129553.432035545,283643.48096797836,282577.13905718847,-564651.7160177724,-141163.56952859423,-3.769571913171414,-3.769488358263084,0.023061933684433343,0.023063860702693055,125,49,True,55.90869016700162,149792,37449
78,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1640538158,True,1141209.076207523,1140564.4710161565,285881.3907570184,285326.8929634077,-570217.2355080782,-142598.44648170384,-3.8067268980191082,-3.807803852751845,0.022220790973897293,0.022196873069454722,65,24,True,11.186132916998758,149792,37449
78,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,938681544,True,1119441.8899385124,1116952.7221995434,282054.86173990235,279913.64718303626,-558225.3610997717,-139705.82359151813,-3.7266700564767925,-3.7305621936905693,0.024072863795348967,0.023979351006681263,251,94,True,102.81040662500163,149792,37449
79,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1714638894,True,1184105.4748925327,1183758.379789489,296994.1544706726,296695.57873565145,-591844.1898947445,-148312.78936782572,-3.9511068007286405,-3.960393852114228,0.019233402446662766,0.01905560772208029,35,33,True,8.889284459000919,149792,37449
79,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1539783435,True,1147266.3291348387,1146562.2219258077,287614.7524729511,287009.0702676224,-573210.1109629038,-143433.5351338112,-3.8267071069409835,-3.8301032106013833,0.021781220902019695,0.0217073750829897,71,73,True,25.54140795800049,149792,37449
79,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,30468266,True,1166973.3618287721,1166447.7606727348,292698.66051529476,292246.5315451198,-583170.8803363674,-146070.2657725599,-3.893204445740543,-3.9005117832935436,0.020379934895114162,0.020231554624147243,53,25,True,8.320394166999904,149792,37449
79,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,424923947,True,1145673.9083245827,1144612.789009564,287558.3428533977,286645.55417776154,-572199.394504782,-143215.77708888077,-3.8199596407336975,-3.8242884212897748,0.021928685902076347,0.02183396659038733,107,34,True,16.8183314170019,149792,37449
79,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,690842133,True,1170564.543307585,1170128.1951780445,293181.7319612834,292806.3796086854,-585020.0975890222,-146359.1898043427,-3.905549679482364,-3.9082269167225476,0.020129886464061893,0.02007606605952221,44,55,True,22.024621666998428,149792,37449
79,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,938006270,True,1131251.199462338,1130011.5740943253,284063.9932145386,282997.6513037487,-564880.7870471627,-141373.82565187436,-3.7711011739422844,-3.775102823890474,0.023026692926971237,0.022934732282282905,125,49,True,51.74251258299773,149792,37449
79,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1735855633,True,1141904.2518817065,1141259.64669034,286426.6523963564,285872.15460274566,-570564.82334517,-142871.07730137283,-3.8090473679847388,-3.8150839088192696,0.022169288074405644,0.022035865372623878,65,24,True,10.93888537499879,149792,37449
79,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1772386356,True,1120608.9537848816,1118119.7860459127,282188.8137026981,280047.599145832,-558808.8930229563,-139772.799572916,-3.73056567121713,-3.7323506521647043,0.023979267617996226,0.023936503260297674,251,86,True,97.53533887500089,149792,37449
80,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1726743314,True,1185686.9155132682,1185339.8204102246,294690.32698365307,294391.7512486319,-592634.9102051123,-147160.87562431596,-3.9563855893846953,-3.9296343193227043,0.019132140884346033,0.019650857178108286,35,39,True,8.061287874996196,149792,37449
80,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1688354338,True,1147756.195291139,1147052.088082108,285679.56150709005,285073.8793017614,-573455.044041054,-142465.9396508807,-3.8283422615430327,-3.8042655251376725,0.021745634341116996,0.022275551992200392,71,39,True,13.960213917001965,149792,37449
80,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,945920954,True,1168506.9142192027,1167981.3130631654,290333.4598906604,289881.3309204855,-583937.6565315827,-144887.66546024274,-3.898323385304841,-3.8689328275853225,0.02027587779827866,0.02088064078325627,53,27,True,7.1886519999970915,149792,37449
80,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1172731956,True,1142859.465937108,1141798.3466220894,284631.85449920763,283719.06582357147,-570792.1733110447,-141752.53291178573,-3.8105651390664703,-3.7852154373090263,0.022135665692058007,0.022703970967401708,107,66,True,21.7841682090002,149792,37449
80,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1214000588,True,1171195.4071211575,1170759.058991617,291168.2195576356,290792.86720503756,-585335.5294958085,-145352.43360251878,-3.907655478902802,-3.8813435232587996,0.02008754156139595,0.020623098947358507,44,49,True,20.14603524999984,149792,37449
80,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,883175944,True,1132352.701291994,1131113.0759239814,282205.2695189119,281138.927608122,-565431.5379619907,-140444.463804061,-3.7747779451638985,-3.75028609052474,0.022942184499368974,0.023511018614102423,125,44,True,43.324354709002364,149792,37449
80,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,765507159,True,1143128.690428213,1142484.0852368465,284409.0535991306,283854.55580551986,-571177.0426184232,-141862.27790275993,-3.8131344972924004,-3.788145955906965,0.022078864240212825,0.0226375339532339,65,24,True,10.722982125000271,149792,37449
80,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,330998522,True,1122802.1511521058,1120312.9834131368,280722.87590869155,278581.66135182546,-559905.4917065684,-139039.83067591273,-3.737886480630263,-3.7127781963714046,0.023804360980143907,0.024409614281252667,251,55,True,57.276592958005494,149792,37449
81,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,91799856,True,1184286.6191179724,1183939.5240149288,295381.6530043903,295083.07726936915,-591934.7620074644,-147506.53863468458,-3.951711453264957,-3.9388645527166166,0.019221776436293934,0.01947030970944434,35,34,True,8.87253987499571,149792,37449
81,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1955552269,True,1147078.8880928403,1146374.7808838093,286351.47390680586,285745.7917014772,-573116.3904419047,-142801.8958507386,-3.8260814358704383,-3.81323655773822,0.021794853045993594,0.02207661097647179,71,70,True,24.34453695800039,149792,37449
81,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,206038282,True,1167039.0195535098,1166513.4183974725,291245.3524610078,290793.22349083284,-583203.7091987362,-145343.61174541642,-3.8934236087290124,-3.881107953361009,0.020375468857090732,0.02062795770093524,53,26,True,8.358097834003274,149792,37449
81,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,719656022,True,1145355.419148688,1144294.2998336693,286451.39702948014,285538.60835384397,-572040.1499168347,-142662.30417692199,-3.8188965359754503,-3.8095090436839967,0.02195201078860308,0.022159055415098664,107,31,True,16.2758075830061,149792,37449
81,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,819743915,True,1170362.4596086328,1169926.1114790924,291964.20436895615,291588.8520163581,-584919.0557395462,-145750.42600817906,-3.904875131779709,-3.8919711075910985,0.02014346961345699,0.020405085752871553,44,53,True,21.587722249998478,149792,37449
81,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1979000754,True,1130968.171569769,1129728.5462017565,282715.6731867093,281649.3312759194,-564739.2731008782,-140699.6656379597,-3.7701564375993257,-3.7571007406862584,0.023048457359844076,0.023351343928799694,125,55,True,60.6702680840026,149792,37449
81,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1246759501,True,1141972.2682452714,1141327.663053905,284740.34749177145,284185.8496981607,-570598.8315269524,-142027.92484908036,-3.809274404019924,-3.792569223452705,0.022164255418457096,0.022537623212849217,65,24,True,11.007610708002176,149792,37449
81,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1822235040,True,1121597.402933206,1119108.235194237,281733.688967776,279592.4744109099,-559303.1175971185,-139545.23720545496,-3.7338650768874073,-3.7262740581979483,0.02390028066310656,0.024082398495716643,251,48,True,53.18825791699783,149792,37449
82,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1473500765,True,1184135.4384549079,1183788.3433518643,295828.35493413714,295529.779199116,-591859.1716759321,-147729.889599558,-3.9512068179604527,-3.944828689672835,0.019231478871188673,0.019354531716853425,35,34,True,9.118449375004275,149792,37449
82,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1929215354,True,1146796.3750100483,1146092.2678010173,286808.093196447,286202.41099111835,-572975.1339005086,-143030.20549555917,-3.8251384179429384,-3.8193331062393967,0.021815415677084234,0.021942429285110882,71,68,True,24.23379041699809,149792,37449
82,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,163119779,True,1166865.9408418357,1166340.3396857984,291729.41568205965,291277.2867118847,-583117.1698428992,-145585.64335594236,-3.8928458785709465,-3.887570919275344,0.020387243780971013,0.020495069800975197,53,28,True,8.87674133299879,149792,37449
82,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1467329351,True,1145939.4066929775,1144878.287377959,287083.5068914218,286170.71821578563,-572332.1436889794,-142978.35910789281,-3.8208458641915417,-3.8179486530452835,0.021909260794994376,0.02197282858977292,107,29,True,15.622450250004476,149792,37449
82,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1966472735,True,1169908.6265771813,1169472.2784476408,292650.90309935395,292275.5507467559,-584692.1392238204,-146093.77537337795,-3.903360254378207,-3.9011395597580165,0.02017400762519417,0.020218857716141504,44,68,True,27.784236250001413,149792,37449
82,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1009981878,True,1130621.4493321134,1129381.8239641008,283413.872254227,282347.5303434371,-564565.9119820504,-141048.76517171855,-3.768999091954513,-3.766422739504888,0.02307514783366175,0.023134674194825695,125,49,True,51.07590729199728,149792,37449
82,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1695070568,True,1141608.9634288962,1140964.3582375296,285397.31280595146,284842.8150123407,-570417.1791187648,-142356.40750617036,-3.808061706357915,-3.8013406901698406,0.02219115026354506,0.02234079967843777,65,24,True,11.353183708997676,149792,37449
82,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,175695555,True,1120765.822036519,1118276.65429755,282229.5011968536,280088.2866399875,-558887.327148775,-139793.14331999375,-3.7310892914760134,-3.7328938908914457,0.023966714874400486,0.023923503556034995,251,50,True,52.56648304100236,149792,37449
